Dia,dir,prec,presMax,presMin,racha,sol,tmax,tmed,tmin,velmedia
2016-01-01,18,7.0,1012.5,998.3,19.4,1.8,15.3,12.4,9.4,5.8
2016-01-02,22,2.2,1014.3,1006.2,13.6,5.7,14.0,11.2,8.4,4.2
2016-01-03,25,12.0,1006.2,996.9,19.2,0.0,15.6,14.0,12.3,5.8
2016-01-04,29,11.2,999.9,994.5,17.8,0.0,13.0,11.0,9.1,6.7
2016-01-05,99,7.6,1006.2,998.6,21.4,1.9,11.2,9.5,7.8,10.8
2016-01-06,24,11.2,1006.5,997.5,19.2,0.0,15.0,12.0,9.0,6.4
2016-01-07,24,95.0,1001.4,995.0,20.3,0.0,15.9,13.9,11.9,5.8
2016-01-08,22,7.6,998.7,993.5,18.1,0.3,16.2,13.0,9.7,3.6
2016-01-09,21,21.8,998.2,990.9,23.3,0.4,13.4,11.8,10.1,6.4
2016-01-10,26,12.4,993.2,987.8,21.7,0.0,12.4,11.2,9.9,5.8
2016-01-11,24,10.0,1010.4,990.8,21.1,3.1,13.2,11.1,9.0,7.5
2016-01-12,24,0.0,1018.5,1010.4,13.3,4.8,12.4,9.8,7.2,3.9
2016-01-13,17,27.4,1018.4,1004.0,16.7,0.1,14.9,10.8,6.7,4.2
2016-01-14,26,1.2,1019.3,1004.6,14.7,1.0,14.8,11.6,8.4,6.4
2016-01-15,02,0.0,1027.7,1019.1,11.4,5.8,11.8,8.8,5.8,2.5
2016-01-16,14,0.0,1027.4,1021.2,6.4,8.3,12.2,8.0,3.7,1.7
2016-01-17,18,11.0,1021.3,1009.4,15.3,0.2,11.3,9.8,8.2,3.3
2016-01-18,30,2.4,1012.0,1008.6,20.3,2.6,12.4,10.9,9.4,5.8
2016-01-19,17,0.0,1011.8,1005.8,8.9,3.3,13.2,10.9,8.6,2.5
2016-01-20,15,0.6,1008.2,1004.9,8.3,4.1,16.6,13.1,9.6,3.1
2016-01-21,19,0.8,1013.5,1007.3,11.4,2.4,18.0,15.1,12.2,2.8
2016-01-22,21,8.8,1021.2,1013.0,9.7,0.0,17.1,15.6,14.2,3.3
2016-01-23,22,0.0,1023.0,1020.8,9.7,1.5,19.1,16.9,14.7,2.8
2016-01-24,19,0.4,1021.7,1013.0,16.1,5.5,20.5,16.7,12.9,3.3
2016-01-25,18,8.6,1024.9,1012.9,11.4,1.1,17.6,13.8,10.1,2.8
2016-01-26,21,0.0,1024.9,1019.8,11.1,4.5,14.4,11.0,7.7,4.4
2016-01-27,19,23.2,1019.8,1013.4,15.0,1.0,14.7,13.0,11.3,4.4
2016-01-28,36,6.2,1030.0,1015.6,17.8,0.0,11.5,10.6,9.6,5.3
2016-01-29,22,0.0,1029.9,1026.3,7.5,7.5,14.2,9.8,5.5,1.9
2016-01-30,24,2.8,1026.6,1023.9,13.9,1.3,14.3,12.2,10.0,5.0
2016-01-31,24,0.6,1028.8,1023.9,11.4,0.0,15.1,14.0,12.9,3.9
2016-02-01,22,0.0,1028.5,1024.8,5.8,0.0,13.5,12.8,12.0,2.2
2016-02-02,36,1.0,1026.4,1022.4,9.2,0.5,15.7,13.8,11.8,3.6
2016-02-03,36,0.0,1032.4,1026.4,10.8,5.9,13.0,10.4,7.8,5.8
2016-02-04,09,0.0,1032.3,1022.3,5.0,9.5,15.0,10.6,6.2,1.4
2016-02-05,22,0.0,1022.3,1012.4,12.5,8.8,16.9,12.4,7.8,3.6
2016-02-06,22,18.4,1012.4,995.2,23.1,0.2,14.4,11.7,9.0,6.9
2016-02-07,25,1.0,1013.0,1004.8,17.8,2.6,13.3,10.6,7.8,6.1
2016-02-08,22,4.8,1013.9,1007.9,17.8,1.0,16.2,14.4,12.6,6.4
2016-02-09,22,27.8,1010.5,1003.1,23.3,0.0,14.9,12.7,10.5,7.8
2016-02-10,25,30.0,1010.3,1001.7,18.3,0.5,14.8,11.7,8.6,5.6
2016-02-11,23,20.6,1006.8,1001.4,14.7,1.5,14.8,12.0,9.1,4.4
2016-02-12,24,15.0,1001.8,998.0,18.1,0.0,14.5,14.1,13.7,6.7
2016-02-13,24,11.0,999.8,992.1,22.8,0.0,14.7,12.8,10.8,7.8
2016-02-14,31,7.6,1009.4,993.7,25.6,1.1,11.4,9.3,7.2,10.3
2016-02-15,36,0.8,1027.0,1009.4,21.1,5.7,11.4,9.4,7.4,8.9
2016-02-16,02,0.0,1027.8,1020.0,7.2,9.8,12.3,8.8,5.4,2.2
2016-02-17,99,13.6,1020.0,1009.5,12.8,0.2,10.0,8.1,6.2,4.2
2016-02-18,33,4.0,1020.0,1013.1,12.8,5.0,10.3,8.2,6.2,2.2
2016-02-19,27,0.4,1022.1,1019.8,7.5,5.9,12.7,8.3,3.9,2.5
2016-02-20,99,0.0,1024.5,1020.9,5.0,0.3,13.1,11.1,9.1,1.4
2016-02-21,34,0.0,1022.1,1014.0,6.4,3.1,14.3,12.6,11.0,2.8
2016-02-22,28,0.4,1018.9,1013.2,9.7,0.6,13.4,11.0,8.7,3.3
2016-02-23,22,1.4,1020.2,1014.0,11.9,0.1,13.6,11.8,10.1,3.9
2016-02-24,22,12.6,1014.0,1005.5,11.4,3.6,14.7,12.4,10.1,4.2
2016-02-25,28,10.6,1014.6,1008.5,12.2,2.9,13.2,11.6,9.9,1.9
2016-02-26,34,9.0,1008.5,995.1,19.2,0.9,10.9,9.1,7.3,5.3
2016-02-27,32,10.4,1003.8,996.7,21.7,0.4,9.7,8.0,6.4,8.6
2016-02-28,35,1.2,1015.6,1003.6,17.5,0.0,10.6,9.4,8.2,8.6
2016-02-29,36,0.0,1024.9,1015.6,13.1,5.8,12.7,10.2,7.8,3.9
2016-03-01,28,3.0,1024.8,1021.5,10.3,7.2,14.3,9.2,4.1,2.5
2016-03-02,29,1.0,1021.8,1019.1,12.8,1.1,14.0,12.2,10.3,4.4
2016-03-03,26,7.8,1020.3,1009.2,11.7,1.8,14.0,12.0,10.1,3.6
2016-03-04,99,8.2,1009.2,997.3,20.6,1.9,11.8,9.6,7.3,8.3
2016-03-05,30,9.8,1011.4,1002.9,16.1,4.0,11.4,9.6,7.7,5.6
2016-03-06,30,8.8,1012.8,1005.0,17.2,4.1,12.4,10.2,8.1,4.2
2016-03-07,35,5.2,1014.9,1005.3,18.9,3.5,11.3,9.4,7.5,6.7
2016-03-08,35,9.6,1019.0,1014.9,9.7,3.1,12.9,10.8,8.6,2.2
2016-03-09,25,1.0,1015.6,1009.9,15.0,3.9,12.7,11.2,9.7,5.8
2016-03-10,36,0.0,1020.1,1014.8,15.3,5.3,12.8,11.2,9.7,4.7
2016-03-11,02,0.0,1020.2,1017.6,12.5,10.5,13.2,10.8,8.3,5.6
2016-03-12,06,0.0,1018.9,1016.2,11.7,11.0,15.3,10.6,5.9,3.9
2016-03-13,05,0.0,1016.9,1011.8,10.6,11.2,16.3,11.4,6.4,3.3
2016-03-14,07,0.0,1012.1,1006.7,8.6,10.9,16.3,11.3,6.3,2.2
2016-03-15,99,0.0,1014.1,1008.5,7.8,10.9,17.1,12.6,8.2,2.5
2016-03-16,36,0.0,1015.5,1013.3,12.2,11.5,14.1,10.0,5.8,4.4
2016-03-17,04,0.0,1013.3,1010.6,8.9,6.2,14.4,10.4,6.4,3.6
2016-03-18,14,2.2,1011.2,1004.0,7.8,0.9,12.5,9.8,7.0,2.2
2016-03-19,03,3.6,1006.6,1002.7,8.6,5.4,15.2,12.2,9.2,3.3
2016-03-20,03,0.3,1009.9,1006.5,11.9,0.0,11.3,10.5,9.7,5.0
2016-03-21,05,0.0,1009.7,1007.3,11.7,4.8,15.4,12.6,9.9,6.1
2016-03-22,04,0.0,1008.0,1003.8,10.8,10.1,15.4,12.4,9.5,4.2
2016-03-23,06,0.0,1012.7,1005.4,11.7,1.2,13.3,11.0,8.8,5.8
2016-03-24,28,0.0,1015.8,1011.8,6.7,9.6,13.7,10.2,6.7,2.5
2016-03-25,22,5.8,1015.8,1011.4,12.2,0.2,15.0,13.0,10.9,3.6
2016-03-26,23,7.2,1011.4,1003.5,19.7,3.1,17.0,13.3,9.6,6.7
2016-03-27,25,9.4,1010.4,1000.1,20.6,6.1,15.1,12.0,8.8,7.5
2016-03-28,22,18.6,1007.0,1000.6,18.3,5.8,16.4,13.8,11.3,5.6
2016-03-29,28,62.0,1006.6,1002.7,9.7,0.0,13.4,11.2,8.9,2.8
2016-03-30,36,33.0,1008.5,1001.2,17.8,0.0,9.4,8.0,6.6,5.8
2016-03-31,34,0.0,1017.3,1008.5,15.0,9.3,12.6,10.0,7.5,4.2
2016-04-01,29,0.0,1017.0,1005.9,6.4,11.7,13.4,9.2,5.0,2.2
2016-04-02,22,4.0,1005.9,995.9,17.8,0.0,14.1,11.8,9.4,2.8
2016-04-03,24,3.4,1000.1,995.4,17.2,3.8,12.9,10.7,8.5,5.0
2016-04-04,22,10.2,1003.9,994.6,10.3,4.4,13.6,10.8,8.1,2.8
2016-04-05,35,0.0,1013.5,1003.9,8.3,7.4,14.8,12.6,10.3,2.5
2016-04-06,36,0.0,1016.7,1012.6,10.8,6.3,15.5,11.9,8.3,3.6
2016-04-07,35,0.4,1018.2,1016.1,11.7,0.9,12.9,11.1,9.3,5.8
2016-04-08,22,3.0,1017.0,1010.4,10.0,7.4,13.8,10.4,7.0,2.5
2016-04-09,22,6.8,1010.4,995.5,11.4,5.8,12.6,10.4,8.3,4.4
2016-04-10,22,17.2,995.5,985.5,17.2,2.0,10.3,7.8,5.3,5.0
2016-04-11,22,4.8,997.4,992.8,15.8,6.3,14.0,9.6,5.2,5.3
2016-04-12,21,10.8,998.8,994.6,19.4,5.3,15.1,11.8,8.5,4.2
2016-04-13,20,10.6,1001.7,995.6,12.8,4.2,15.4,11.6,7.7,3.6
2016-04-14,14,0.0,1002.9,993.0,15.6,8.1,18.1,14.5,10.9,5.3
2016-04-15,16,25.6,1002.7,997.8,5.8,0.4,13.7,12.2,10.6,1.7
2016-04-16,04,18.6,1004.7,997.1,10.0,0.0,12.4,10.8,9.1,1.7
2016-04-17,05,0.0,1012.3,1004.6,9.2,7.7,14.8,11.6,8.5,3.1
2016-04-18,99,1.6,1012.4,1005.0,11.9,9.6,18.0,12.5,7.0,3.6
2016-04-19,12,2.2,1005.0,1001.1,7.8,1.0,20.0,16.5,13.0,2.2
2016-04-20,01,0.0,1005.0,1001.1,6.7,1.0,18.5,15.3,12.1,2.2
2016-04-21,19,1.2,1013.3,1007.8,10.0,2.9,17.4,14.8,12.2,2.8
2016-04-22,32,1.2,1013.3,1011.7,6.1,3.3,18.3,14.8,11.2,1.9
2016-04-23,29,0.8,1014.4,1010.1,11.7,9.3,16.1,13.8,11.4,3.1
2016-04-24,05,0.0,1015.0,1013.3,11.1,11.6,15.7,12.5,9.3,4.2
2016-04-25,36,0.0,1014.1,1009.4,12.2,13.4,17.1,13.2,9.3,4.4
2016-04-26,99,0.0,1009.7,1007.6,11.7,12.7,14.4,11.4,8.4,5.0
2016-04-27,07,0.0,1008.7,1005.4,11.7,6.3,15.4,12.0,8.7,4.4
2016-04-28,04,0.0,1012.8,1008.4,13.9,10.1,14.5,12.2,9.9,6.7
2016-04-29,35,0.0,1015.7,1011.0,14.2,10.7,14.1,11.8,9.5,5.6
2016-04-30,35,0.0,1024.1,1015.7,13.3,12.2,13.8,11.8,9.7,5.6
2016-05-01,34,0.0,1024.1,1020.4,13.1,13.7,15.1,11.2,7.4,4.7
2016-05-02,35,0.0,1020.4,1016.8,15.0,13.5,16.5,12.3,8.1,4.2
2016-05-03,99,0.0,1018.8,1011.3,10.0,13.5,20.9,15.4,9.9,3.9
2016-05-04,28,0.0,1011.3,1005.1,5.8,13.4,25.2,18.4,11.6,2.2
2016-05-05,28,4.8,1005.1,1003.2,6.7,3.9,18.8,16.2,13.7,2.2
2016-05-06,05,2.6,1003.2,997.0,8.3,1.4,14.5,13.5,12.5,2.8
2016-05-07,17,3.0,997.0,986.4,12.2,1.2,17.1,14.8,12.5,4.2
2016-05-08,17,1.4,986.4,982.9,14.7,4.7,19.4,15.6,11.9,3.9
2016-05-09,15,11.0,996.5,984.8,12.8,4.0,18.9,15.8,12.6,3.6
2016-05-10,28,6.8,996.6,993.7,10.0,3.1,18.3,14.7,11.1,1.7
2016-05-11,19,0.8,998.2,995.7,8.9,7.3,18.3,14.2,10.2,2.5
2016-05-12,28,7.0,1004.8,997.7,8.9,6.7,18.0,15.2,12.3,3.6
2016-05-13,24,7.8,1011.1,1004.7,10.8,0.0,13.8,13.0,12.3,4.2
2016-05-14,26,2.8,1017.5,1010.8,8.6,0.0,13.9,13.2,12.6,3.3
2016-05-15,34,0.0,1018.6,1016.6,11.7,10.1,17.3,14.9,12.5,3.3
2016-05-16,36,0.0,1018.1,1015.2,10.3,12.4,17.2,14.2,11.3,3.3
2016-05-17,99,0.0,1015.2,1011.1,7.8,13.4,17.3,14.2,11.0,2.8
2016-05-18,28,2.0,1015.2,1010.0,9.7,4.0,18.1,15.4,12.7,3.1
2016-05-19,24,0.0,1017.4,1013.9,7.2,3.4,19.3,16.6,13.8,2.8
2016-05-20,30,0.0,1016.2,1009.0,7.8,3.4,18.3,16.2,14.0,1.9
2016-05-21,18,16.2,1009.0,1003.9,9.4,0.0,19.4,15.8,12.2,2.2
2016-05-22,27,0.0,1018.9,1005.9,12.2,12.0,17.2,14.4,11.7,4.4
2016-05-23,99,0.4,1018.9,1005.5,8.3,8.5,17.9,14.0,10.1,3.3
2016-05-24,21,2.0,1005.5,1000.5,11.4,2.5,20.2,17.2,14.3,3.9
2016-05-25,20,0.8,1005.3,1000.8,10.8,2.5,18.0,15.5,13.0,1.7
2016-05-26,01,0.0,1005.8,1003.9,6.7,9.8,21.0,16.0,11.1,2.5
2016-05-27,22,7.8,1006.2,1004.5,12.8,5.8,22.2,17.2,12.2,2.5
2016-05-28,24,10.4,1006.9,1003.1,11.1,2.5,20.9,17.4,13.9,2.5
2016-05-29,28,2.2,1011.8,1006.0,14.2,5.4,19.4,16.4,13.5,5.8
2016-05-30,24,0.0,1016.6,1011.3,7.8,9.1,19.3,16.6,14.0,3.1
2016-05-31,35,0.0,1018.4,1016.3,11.7,12.0,17.6,15.6,13.7,5.3
2016-06-01,04,0.0,1017.7,1011.6,12.2,13.9,19.0,15.6,12.1,5.0
2016-06-02,05,0.0,1011.6,1004.6,6.4,13.9,21.7,16.7,11.7,1.9
2016-06-03,32,0.0,1007.2,1003.1,8.6,11.8,20.1,17.4,14.6,2.8
2016-06-04,28,0.0,1010.8,1007.2,7.2,6.2,20.2,17.5,14.8,2.2
2016-06-05,29,0.4,1010.4,1009.0,5.0,5.4,20.5,16.8,13.1,1.7
2016-06-06,27,0.2,1015.1,1008.1,9.4,5.2,21.3,18.4,15.4,2.8
2016-06-07,35,0.0,1015.4,1012.8,5.8,10.3,22.1,18.5,14.9,1.9
2016-06-08,28,0.0,1013.9,1011.8,7.8,13.0,21.5,18.8,16.1,2.2
2016-06-09,29,2.4,1012.9,1009.3,6.7,3.4,20.8,18.2,15.6,1.7
2016-06-10,27,0.0,1011.2,1009.0,8.3,11.2,20.5,17.7,14.9,3.9
2016-06-11,24,0.0,1011.6,1009.3,10.6,9.6,22.9,18.2,13.5,3.6
2016-06-12,24,2.6,1011.6,1010.2,10.6,0.3,21.5,19.4,17.3,3.6
2016-06-13,26,1.0,1012.0,1009.6,13.1,6.5,21.0,18.4,15.8,5.0
2016-06-14,27,7.4,1010.4,999.1,16.4,4.7,20.1,17.8,15.6,5.3
2016-06-15,26,25.4,1000.6,995.9,12.5,3.1,17.0,15.0,13.0,4.4
2016-06-16,28,11.4,1008.7,999.7,14.7,6.8,19.3,16.2,13.1,5.3
2016-06-17,26,2.6,1017.9,1008.6,9.4,2.2,18.9,16.4,13.9,4.2
2016-06-18,29,0.0,1024.1,1017.9,7.8,10.4,18.5,16.2,13.8,3.1
2016-06-19,35,0.0,1023.8,1020.4,7.8,13.3,19.3,16.4,13.4,3.1
2016-06-20,31,0.0,1020.4,1015.2,5.3,13.3,23.2,18.8,14.5,2.2
2016-06-21,30,0.0,1015.2,1010.2,7.5,14.4,23.2,19.6,15.9,2.5
2016-06-22,34,0.2,1010.2,1008.5,8.6,5.9,20.4,18.6,16.9,2.5
2016-06-23,34,0.2,1015.7,1008.5,8.6,0.9,19.1,18.0,16.9,2.2
2016-06-24,36,0.0,1017.2,1014.6,11.4,2.4,17.7,16.6,15.5,4.4
2016-06-25,02,0.0,1016.5,1015.0,13.3,3.8,19.1,17.0,14.9,5.6
2016-06-26,03,0.0,1018.7,1015.2,12.5,9.9,19.3,17.2,15.2,5.8
2016-06-27,35,0.0,1018.0,1015.5,11.7,14.9,19.2,16.8,14.3,3.3
2016-06-28,26,0.0,1016.0,1013.1,6.4,9.0,20.1,17.0,13.9,1.9
2016-06-29,30,0.0,1013.2,1011.2,6.9,11.0,20.9,18.4,15.9,3.1
2016-06-30,99,0.0,1013.5,1010.8,8.9,3.6,21.4,18.6,15.8,3.3
2016-07-01,27,0.2,1016.6,1012.5,7.8,1.7,21.1,18.7,16.3,2.5
2016-07-02,99,0.0,1018.2,1016.0,8.3,13.3,20.3,17.9,15.5,3.3
2016-07-03,35,0.0,1017.5,1012.5,15.3,14.5,20.0,17.7,15.4,6.1
2016-07-04,04,0.0,1014.0,1010.9,12.2,12.8,22.5,19.4,16.4,5.8
2016-07-05,04,0.0,1014.8,1013.0,12.2,8.3,21.6,18.8,16.1,6.4
2016-07-06,04,0.0,1013.5,1010.3,9.7,10.4,23.3,19.7,16.1,2.5
2016-07-07,36,0.0,1014.2,1010.0,8.3,12.1,23.1,19.7,16.3,1.9
2016-07-08,28,0.0,1017.5,1013.8,6.1,12.0,22.6,19.6,16.6,2.5
2016-07-09,30,0.0,1017.0,1012.0,7.2,12.3,21.6,18.6,15.5,2.5
2016-07-10,29,0.1,1012.1,1010.4,11.1,9.1,23.3,20.4,17.4,3.9
2016-07-11,30,0.0,1014.1,1010.8,8.3,7.1,22.5,19.7,16.9,3.1
2016-07-12,32,0.0,1018.2,1013.2,7.5,11.0,21.3,18.6,16.0,3.1
2016-07-13,36,0.0,1019.9,1017.8,13.1,12.8,19.9,17.2,14.4,4.4
2016-07-14,05,0.0,1019.0,1016.1,11.9,14.3,22.7,18.8,14.8,5.6
2016-07-15,05,0.0,1016.5,1011.7,10.3,14.5,26.0,21.0,15.9,3.3
2016-07-16,08,0.0,1012.0,1008.9,5.8,14.5,30.6,23.8,17.0,2.2
2016-07-17,29,0.0,1009.0,1007.0,4.7,14.6,29.8,24.2,18.5,1.4
2016-07-18,25,0.0,1007.3,1006.0,9.2,13.0,28.3,23.2,18.1,2.2
2016-07-19,28,0.0,1009.5,1004.6,11.9,13.3,23.6,20.3,17.0,4.2
2016-07-20,29,0.0,1013.5,1008.9,8.1,6.4,22.8,20.2,17.6,3.6
2016-07-21,29,0.4,1012.9,1010.3,10.3,9.0,24.3,20.8,17.2,3.3
2016-07-22,31,0.0,1017.9,1011.6,10.0,6.1,22.3,19.9,17.5,4.2
2016-07-23,36,0.0,1018.1,1015.9,11.1,14.0,22.0,19.4,16.7,4.4
2016-07-24,36,0.0,1015.9,1012.8,12.8,14.4,22.6,19.7,16.8,3.9
2016-07-25,02,0.0,1014.9,1013.4,11.1,9.7,24.2,20.9,17.6,3.9
2016-07-26,03,0.0,1016.9,1013.7,13.6,9.0,22.6,19.8,16.9,5.6
2016-07-27,01,0.0,1017.0,1015.3,12.2,10.2,20.7,18.7,16.7,5.0
2016-07-28,35,0.0,1015.3,1011.2,13.1,10.6,22.2,19.4,16.6,6.4
2016-07-29,34,0.0,1011.6,1008.5,11.7,9.1,21.4,19.0,16.5,5.8
2016-07-30,34,0.0,1012.9,1008.1,11.1,3.2,20.8,18.4,16.1,5.3
2016-07-31,36,0.0,1016.3,1012.3,10.0,10.0,22.1,19.4,16.8,4.4
2016-08-01,36,0.0,1016.5,1015.2,8.9,14.1,21.7,18.6,15.6,2.5
2016-08-02,35,0.0,1015.8,1013.6,6.7,13.1,22.5,18.8,15.2,2.5
2016-08-03,28,1.2,1013.6,1010.1,8.1,6.1,25.6,21.8,17.9,2.8
2016-08-04,28,0.0,1016.3,1007.7,11.1,6.0,24.5,21.0,17.6,3.3
2016-08-05,01,0.0,1018.4,1015.9,10.0,13.5,22.4,19.4,16.4,2.8
2016-08-06,99,0.0,1018.6,1016.7,8.9,14.0,25.9,21.4,16.8,2.5
2016-08-07,36,0.0,1018.9,1016.6,11.7,13.3,27.1,22.2,17.3,2.8
2016-08-08,35,0.0,1018.9,1016.2,11.1,12.0,24.5,20.7,16.9,3.3
2016-08-09,04,0.0,1018.6,1017.0,15.3,7.8,22.3,19.4,16.4,5.8
2016-08-10,05,0.0,1018.6,1017.0,14.4,3.5,20.7,18.6,16.5,7.5
2016-08-11,99,0.0,1017.7,1014.5,12.2,13.7,25.8,20.8,15.8,5.6
2016-08-12,13,0.0,1014.5,1013.3,5.8,13.0,30.1,23.9,17.7,1.7
2016-08-13,28,0.2,1014.0,1013.0,6.4,10.7,23.0,19.6,16.1,2.2
2016-08-14,08,0.0,1013.4,1009.1,8.3,7.5,21.9,18.9,15.9,1.7
2016-08-15,27,0.0,1009.9,1008.0,6.9,6.1,21.2,18.4,15.5,1.7
2016-08-16,28,0.2,1009.3,1008.0,9.2,10.5,23.5,20.6,17.6,4.2
2016-08-17,25,0.0,1011.9,1006.1,10.3,6.1,22.8,19.8,16.7,3.6
2016-08-18,16,7.2,1011.2,1002.9,9.7,11.9,23.4,19.2,15.0,1.9
2016-08-19,20,0.0,1011.0,1001.6,12.8,10.3,23.8,21.0,18.1,5.0
2016-08-20,28,0.0,1018.1,1010.7,7.2,12.7,23.1,19.8,16.5,3.6
2016-08-21,34,0.0,1018.2,1014.6,8.3,13.1,21.7,18.2,14.7,1.9
2016-08-22,28,0.0,1014.9,1011.4,10.3,13.2,27.3,22.0,16.6,1.7
2016-08-23,26,0.0,1014.0,1012.2,7.8,9.0,24.6,21.2,17.7,2.2
2016-08-24,24,1.6,1012.2,1007.2,6.1,4.7,24.2,20.6,17.0,2.2
2016-08-25,36,0.0,1011.5,1005.7,7.5,0.0,19.5,18.4,17.4,2.8
2016-08-26,04,0.0,1010.8,1006.9,9.2,7.9,22.0,19.4,16.9,2.5
2016-08-27,30,0.0,1013.9,1007.0,8.9,10.8,23.1,20.2,17.4,3.6
2016-08-28,31,0.0,1019.1,1013.4,6.9,10.7,22.8,20.2,17.6,2.2
2016-08-29,02,0.0,1019.1,1014.8,11.7,12.7,21.6,19.0,16.3,4.2
2016-08-30,04,0.0,1014.8,1011.2,7.5,12.2,25.2,20.6,16.0,2.2
2016-08-31,35,0.0,1016.4,1013.4,12.2,11.7,21.6,19.1,16.6,4.4
2016-09-01,35,0.0,1015.9,1013.0,9.4,12.3,25.0,20.6,16.2,1.4
2016-09-02,34,0.0,1015.1,1012.5,9.7,10.6,23.5,20.0,16.4,2.2
2016-09-03,29,0.0,1012.9,1010.8,7.8,9.1,25.5,20.8,16.1,1.9
2016-09-04,26,0.0,1015.7,1011.8,6.7,9.3,24.6,21.0,17.5,1.7
2016-09-05,28,0.0,1017.1,1014.3,6.7,4.3,21.0,18.8,16.7,2.5
2016-09-06,27,0.0,1014.3,1005.5,6.9,8.1,28.0,21.8,15.5,1.1
2016-09-07,22,2.0,1012.6,1005.6,10.3,5.8,25.3,21.0,16.6,3.9
2016-09-08,29,0.0,1014.3,1012.3,6.7,12.1,22.7,19.0,15.3,2.8
2016-09-09,26,0.0,1012.9,1010.4,10.8,10.4,23.8,18.7,13.6,3.6
2016-09-10,23,2.6,1012.3,1010.2,7.5,2.5,25.0,21.4,17.8,2.2
2016-09-11,30,0.0,1011.6,1006.0,6.9,9.6,23.7,20.4,17.2,1.7
2016-09-12,99,38.0,1006.0,1001.6,12.8,7.0,26.4,21.8,17.2,4.4
2016-09-13,29,16.6,1009.8,999.9,12.8,3.9,20.4,17.0,13.5,3.9
2016-09-14,24,8.6,1009.8,1006.8,12.8,0.0,17.6,15.2,12.8,5.0
2016-09-15,29,1.0,1014.0,1005.6,12.2,0.2,18.3,16.9,15.5,4.2
2016-09-16,35,0.2,1020.6,1014.0,7.8,8.6,20.5,18.1,15.7,3.3
2016-09-17,03,0.0,1020.2,1017.2,11.4,10.2,19.6,16.8,14.1,3.6
2016-09-18,36,0.0,1017.6,1015.7,10.3,11.6,20.4,17.1,13.8,3.9
2016-09-19,36,0.0,1016.2,1012.5,10.3,8.9,20.0,16.8,13.5,3.1
2016-09-20,04,0.0,1012.9,1009.9,11.7,5.5,18.9,17.0,15.2,5.8
2016-09-21,33,0.0,1012.7,1008.9,7.2,6.3,20.0,16.2,12.5,2.2
2016-09-22,32,0.0,1016.2,1011.8,5.8,7.2,20.7,18.0,15.2,1.9
2016-09-23,29,0.0,1017.0,1013.8,6.7,11.1,22.9,18.6,14.3,1.9
2016-09-24,21,13.0,1013.8,1007.4,14.7,4.1,21.8,18.4,15.0,3.6
2016-09-25,24,0.0,1017.6,1012.7,8.6,8.4,20.4,17.7,15.0,2.2
2016-09-26,22,0.6,1018.5,1014.6,7.2,4.3,22.2,18.0,13.8,1.9
2016-09-27,24,0.4,1022.4,1018.5,6.9,2.1,21.4,19.0,16.7,2.2
2016-09-28,01,0.0,1021.7,1016.8,6.7,11.3,22.4,18.3,14.2,1.9
2016-09-29,34,0.0,1016.8,1011.5,6.4,6.2,20.9,18.3,15.7,1.9
2016-09-30,36,0.6,1011.5,1008.7,6.9,2.7,18.1,16.7,15.3,0.8
2016-10-01,28,0.0,1010.3,1007.9,9.2,8.7,19.7,16.8,13.8,3.9
2016-10-02,35,0.0,1012.5,1009.1,5.3,11.0,19.9,15.8,11.7,1.7
2016-10-03,27,0.0,1012.3,1010.4,5.3,10.5,21.4,16.2,11.1,1.9
2016-10-04,36,0.8,1018.0,1012.2,8.1,3.5,19.4,16.2,13.1,1.9
2016-10-05,35,0.0,1016.2,1008.8,7.8,0.3,17.9,15.1,12.3,2.2
2016-10-06,35,0.0,1008.9,1004.4,6.7,9.2,20.3,16.4,12.6,1.1
2016-10-07,24,0.0,1012.5,1005.1,5.3,6.8,19.3,16.3,13.3,1.9
2016-10-08,04,0.0,1014.8,1012.0,10.0,9.7,19.1,16.0,13.0,2.8
2016-10-09,06,0.0,1014.8,1012.0,10.6,9.2,20.8,17.4,14.0,5.0
2016-10-10,28,0.0,1013.1,1008.5,5.8,10.4,21.1,16.6,12.2,1.4
2016-10-11,12,8.4,1008.5,996.9,9.4,0.1,16.9,14.6,12.2,2.8
2016-10-12,35,6.8,996.9,994.6,7.5,6.3,19.3,16.9,14.5,1.9
2016-10-13,36,0.2,1001.4,994.3,12.8,0.1,15.9,14.7,13.5,3.6
2016-10-14,23,2.4,1001.2,998.8,11.1,5.5,19.5,15.8,12.1,4.7
2016-10-15,18,0.8,1004.4,999.9,10.6,3.4,19.4,16.3,13.2,3.9
2016-10-16,22,2.2,1012.1,1004.2,9.7,6.9,20.4,17.6,14.8,3.6
2016-10-17,05,0.0,1018.9,1012.1,5.8,2.7,17.7,16.0,14.4,1.9
2016-10-18,04,0.0,1019.6,1017.1,10.0,8.8,20.2,16.8,13.4,2.5
2016-10-19,06,0.0,1017.3,1011.7,11.1,6.7,20.4,17.0,13.7,2.2
2016-10-20,06,0.0,1011.7,1007.4,11.4,9.1,19.3,16.0,12.6,3.9
2016-10-21,08,0.0,1007.4,1000.9,6.1,9.2,21.2,16.2,11.2,1.7
2016-10-22,26,18.6,1000.9,987.0,17.2,1.1,19.3,16.4,13.5,1.9
2016-10-23,14,5.2,996.6,986.8,14.4,4.2,18.7,15.6,12.4,3.6
2016-10-24,18,0.0,1006.0,996.5,8.9,7.1,21.3,16.6,11.9,2.8
